from_coordinate,from_taz,to_coordinate,to_taz,departure_time
36.142427 -86.846199,4703700000223,36.143494 -86.811862,4703700000453,1516630863262
36.1246332 -86.7855888,4703700000470,36.145816 -86.799116,4703700000434,1516629924805
36.148231 -86.8027738999999,4703700000445,36.143494 -86.811862,4703700000453,1516633054722
36.148231 -86.8027738999999,4703700000445,36.140998 -86.813493,4703700000453,1516631676551
36.148231 -86.8027738999999,4703700000445,36.144672 -86.803064,4703700000445,1516631715714
36.1449174 -86.800417,4703700000445,36.143494 -86.811862,4703700000453,1516631012552
36.186531 -86.748689,4703700000174,36.140998 -86.813493,4703700000453,1516630931027
36.1440949 -86.8020902,4703700000445,36.145816 -86.799116,4703700000434,1516631216646
36.1479544 -86.8013598,4703700000445,36.140998 -86.813493,4703700000453,1516632533022
36.1479544 -86.8013598,4703700000445,36.140998 -86.813493,4703700000453,1516632428957
36.023444 -86.9876929,4703700000553,36.145816 -86.799116,4703700000434,1516632765724
36.1492525 -86.7990617999999,4703700000713,36.143494 -86.811862,4703700000453,1516631388626
36.083276 -86.890337,4703700000561,36.140998 -86.813493,4703700000453,1516631942048
36.083276 -86.890337,4703700000561,36.144672 -86.803064,4703700000445,1516632993044
36.102588 -86.981928,4703700000546,36.144672 -86.803064,4703700000445,1516632174394
36.102588 -86.981928,4703700000546,36.144672 -86.803064,4703700000445,1516633177576
36.1719852 -86.7923852999999,4703700000696,36.145816 -86.799116,4703700000434,1516631965748
36.1697476999999 -86.7438868,4703700000185,36.143494 -86.811862,4703700000453,1516630102103
36.180318 -86.584221,4703700000361,36.145816 -86.799116,4703700000434,1516633063534
36.114963 -86.870244,4703700000545,36.141969 -86.806068,4703700000448,1516631073444
36.114963 -86.870244,4703700000545,36.143494 -86.811862,4703700000453,1516631744387
36.1329009 -86.806687,4703700000460,36.140998 -86.813493,4703700000453,1516631539281
36.1338602999999 -86.8339479,4703700000457,36.141969 -86.806068,4703700000448,1516632208349
36.1338602999999 -86.8339479,4703700000457,36.143494 -86.811862,4703700000453,1516633035920
36.1338602999999 -86.8339479,4703700000457,36.141969 -86.806068,4703700000448,1516630392235
36.1338602999999 -86.8339479,4703700000457,36.141969 -86.806068,4703700000448,1516631771360
36.1466963 -86.8007657,4703700000445,36.141969 -86.806068,4703700000448,1516631639325
36.1466963 -86.8007657,4703700000445,36.140998 -86.813493,4703700000453,1516632900553
36.1143449 -86.9175238999999,4703700000542,36.140998 -86.813493,4703700000453,1516630848308
36.129459 -86.776394,4703700000470,36.144672 -86.803064,4703700000445,1516630531861
36.129459 -86.776394,4703700000470,36.141969 -86.806068,4703700000448,1516629734442
36.0958759 -86.8776539999999,4703700000585,36.140998 -86.813493,4703700000453,1516630800125
36.0958759 -86.8776539999999,4703700000585,36.143494 -86.811862,4703700000453,1516630534172
36.1466963 -86.8007657,4703700000445,36.144672 -86.803064,4703700000445,1516631147707
36.128141 -86.79133,4703700000472,36.144672 -86.803064,4703700000445,1516632145574
36.128141 -86.79133,4703700000472,36.143494 -86.811862,4703700000453,1516629758214
36.210929 -86.722914,4703700000144,36.144672 -86.803064,4703700000445,1516630415631
36.122641 -86.7950118,4703700000467,36.145816 -86.799116,4703700000434,1516630060901
36.122641 -86.7950118,4703700000467,36.145816 -86.799116,4703700000434,1516632229121
36.126821 -86.723144,4703700000403,36.144672 -86.803064,4703700000445,1516631524420
36.034913 -86.961394,4703700000567,36.144672 -86.803064,4703700000445,1516630151511
36.112145 -86.843942,4703700000580,36.145816 -86.799116,4703700000434,1516630791397
36.112145 -86.843942,4703700000580,36.143494 -86.811862,4703700000453,1516629795797
36.1496159 -86.8474588,4703700000225,36.140998 -86.813493,4703700000453,1516631129985
36.1231434 -86.785883,4703700000470,36.145816 -86.799116,4703700000434,1516632095052
36.1434175 -86.7968662999999,4703700000431,36.140998 -86.813493,4703700000453,1516632967559
36.1434175 -86.7968662999999,4703700000431,36.143494 -86.811862,4703700000453,1516631820647
36.144857 -86.823554,4703700000457,36.141969 -86.806068,4703700000448,1516631634473
36.144857 -86.823554,4703700000457,36.145816 -86.799116,4703700000434,1516630266779
36.133277 -86.809423,4703700000460,36.144672 -86.803064,4703700000445,1516632119146
36.111741 -86.810567,4703700000511,36.140998 -86.813493,4703700000453,1516632040439
36.111741 -86.810567,4703700000511,36.140998 -86.813493,4703700000453,1516632942441
36.1252108 -86.8442458999999,4703700000525,36.140998 -86.813493,4703700000453,1516633007345
36.133542 -86.869808,4703700000531,36.143494 -86.811862,4703700000453,1516631411213
36.1434297 -86.7960671,4703700000431,36.144672 -86.803064,4703700000445,1516632306936
36.061141 -86.821378,4703700000591,36.144672 -86.803064,4703700000445,1516630438722
36.1296094 -86.8065591,4703700000469,36.145816 -86.799116,4703700000434,1516632539673
36.1459059 -86.839566,4703700000224,36.140998 -86.813493,4703700000453,1516632888175
36.067683 -86.960617,4703700000568,36.141969 -86.806068,4703700000448,1516632726578
36.067683 -86.960617,4703700000568,36.143494 -86.811862,4703700000453,1516630675734
36.067683 -86.960617,4703700000568,36.143494 -86.811862,4703700000453,1516632758931
36.186084 -86.743509,4703700000169,36.141969 -86.806068,4703700000448,1516630792180
36.16522 -86.8645389,4703700000219,36.141969 -86.806068,4703700000448,1516630606035
36.10037 -86.808275,4703700000502,36.144672 -86.803064,4703700000445,1516632264204
36.10037 -86.808275,4703700000502,36.140998 -86.813493,4703700000453,1516632467086
36.2935226 -86.6864186,4703700000077,36.144672 -86.803064,4703700000445,1516633180859
36.068935 -86.794754,4703700000595,36.140998 -86.813493,4703700000453,1516629890237
36.1481373 -86.8028873,4703700000445,36.144672 -86.803064,4703700000445,1516631008405
36.108108 -86.8815012,4703700000544,36.145816 -86.799116,4703700000434,1516633127806
36.0730089 -86.7380586,4703700000617,36.144672 -86.803064,4703700000445,1516631935607
36.0730089 -86.7380586,4703700000617,36.143494 -86.811862,4703700000453,1516630758628
36.1421339 -86.8024303999999,4703700000447,36.140998 -86.813493,4703700000453,1516632254353
36.175587 -86.7491076,4703700000683,36.141969 -86.806068,4703700000448,1516630374620
36.032039 -86.965526,4703700000567,36.141969 -86.806068,4703700000448,1516630378597
36.032039 -86.965526,4703700000567,36.140998 -86.813493,4703700000453,1516630101332
36.1492525 -86.7990617999999,4703700000713,36.140998 -86.813493,4703700000453,1516632576708
36.1492525 -86.7990617999999,4703700000713,36.140998 -86.813493,4703700000453,1516629962924
36.122807 -86.83305,4703700000523,36.140998 -86.813493,4703700000453,1516630900816
36.096984 -86.809185,4703700000502,36.143494 -86.811862,4703700000453,1516630073135
36.0999593 -86.8055716,4703700000502,36.140998 -86.813493,4703700000453,1516631815897
36.0999593 -86.8055716,4703700000502,36.144672 -86.803064,4703700000445,1516629919966
36.0999593 -86.8055716,4703700000502,36.141969 -86.806068,4703700000448,1516632761545
36.11108 -86.792188,4703700000507,36.145816 -86.799116,4703700000434,1516630192837
36.1019438 -86.7880321999999,4703700000500,36.141969 -86.806068,4703700000448,1516631072217
36.1019438 -86.7880321999999,4703700000500,36.141969 -86.806068,4703700000448,1516631797452
36.1019438 -86.7880321999999,4703700000500,36.141969 -86.806068,4703700000448,1516629951679
36.300638 -86.894054,4703700000046,36.141969 -86.806068,4703700000448,1516632856406
36.1444057 -86.8038856,4703700000445,36.143494 -86.811862,4703700000453,1516631871590
36.1444057 -86.8038856,4703700000445,36.141969 -86.806068,4703700000448,1516632771721
36.024059 -86.749015,4703700000611,36.145816 -86.799116,4703700000434,1516631661889
36.0638832 -86.9629755,4703700000568,36.144672 -86.803064,4703700000445,1516630305472
36.0638832 -86.9629755,4703700000568,36.141969 -86.806068,4703700000448,1516630055956
36.19952 -86.721758,4703700000159,36.145816 -86.799116,4703700000434,1516633120173
36.19952 -86.721758,4703700000159,36.144672 -86.803064,4703700000445,1516632417312
36.1885397 -86.7224148999999,4703700000165,36.144672 -86.803064,4703700000445,1516630027630
36.117659 -86.783865,4703700000476,36.144672 -86.803064,4703700000445,1516630091771
36.145649 -86.818668,4703700000450,36.143494 -86.811862,4703700000453,1516632181131
36.145649 -86.818668,4703700000450,36.141969 -86.806068,4703700000448,1516630899239
36.145649 -86.818668,4703700000450,36.140998 -86.813493,4703700000453,1516632531662
36.117722 -86.824371,4703700000522,36.140998 -86.813493,4703700000453,1516630224941
36.057997 -86.934887,4703700000566,36.141969 -86.806068,4703700000448,1516632267972
36.148231 -86.8027738999999,4703700000445,36.145816 -86.799116,4703700000434,1516631170938
36.033555 -86.7542919999999,4703700000607,36.144672 -86.803064,4703700000445,1516629822119
36.033555 -86.7542919999999,4703700000607,36.140998 -86.813493,4703700000453,1516630329387
36.173888 -86.723057,4703700000167,36.145816 -86.799116,4703700000434,1516632197594
36.164968 -86.746669,4703700000185,36.141969 -86.806068,4703700000448,1516630155483
36.164968 -86.746669,4703700000185,36.145816 -86.799116,4703700000434,1516629778723
36.1447034 -86.8026551,4703700000445,36.143494 -86.811862,4703700000453,1516631726331
36.148638 -86.7970519,4703700000434,36.140998 -86.813493,4703700000453,1516632478733
36.1303038 -86.8133343,4703700000469,36.141969 -86.806068,4703700000448,1516632393062
36.1303038 -86.8133343,4703700000469,36.145816 -86.799116,4703700000434,1516632031242
36.1492525 -86.7990617999999,4703700000713,36.141969 -86.806068,4703700000448,1516630970653
36.1449174 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516632366201
36.128816 -86.824021,4703700000455,36.140998 -86.813493,4703700000453,1516631619713
36.128816 -86.824021,4703700000455,36.144672 -86.803064,4703700000445,1516630696744
36.112518 -86.9248152,4703700000549,36.144672 -86.803064,4703700000445,1516631161831
36.112984 -86.734537,4703700000489,36.140998 -86.813493,4703700000453,1516630028655
36.0941094 -86.6746452,4703700000332,36.140998 -86.813493,4703700000453,1516630738945
36.0941094 -86.6746452,4703700000332,36.145816 -86.799116,4703700000434,1516630483960
36.134289 -86.768304,4703700000421,36.140998 -86.813493,4703700000453,1516631813425
36.134289 -86.768304,4703700000421,36.140998 -86.813493,4703700000453,1516632352363
36.1353856 -86.8338057,4703700000457,36.143494 -86.811862,4703700000453,1516632006812
36.1353856 -86.8338057,4703700000457,36.143494 -86.811862,4703700000453,1516630986475
36.132229 -86.8034452999999,4703700000460,36.141969 -86.806068,4703700000448,1516630134519
36.085208 -87.003933,4703700000554,36.141969 -86.806068,4703700000448,1516630826112
36.085208 -87.003933,4703700000554,36.144672 -86.803064,4703700000445,1516630070465
36.085208 -87.003933,4703700000554,36.143494 -86.811862,4703700000453,1516630511877
36.129789 -86.8310939,4703700000458,36.141969 -86.806068,4703700000448,1516631549927
36.129789 -86.8310939,4703700000458,36.145816 -86.799116,4703700000434,1516630509202
36.1072828 -86.8285818,4703700000513,36.140998 -86.813493,4703700000453,1516631489652
36.1072828 -86.8285818,4703700000513,36.145816 -86.799116,4703700000434,1516631994718
36.1072828 -86.8285818,4703700000513,36.144672 -86.803064,4703700000445,1516629920958
36.1072828 -86.8285818,4703700000513,36.143494 -86.811862,4703700000453,1516631475998
36.132525 -86.7981049999999,4703700000461,36.140998 -86.813493,4703700000453,1516631108234
36.1132312 -86.8097186999999,4703700000511,36.145816 -86.799116,4703700000434,1516632504308
36.1048876 -86.9008781,4703700000541,36.140998 -86.813493,4703700000453,1516631014811
36.142035 -86.82011,4703700000450,36.143494 -86.811862,4703700000453,1516630382025
36.119458 -86.836423,4703700000526,36.143494 -86.811862,4703700000453,1516632561777
36.119458 -86.836423,4703700000526,36.145816 -86.799116,4703700000434,1516630241602
36.1445985 -86.79607,4703700000434,36.141969 -86.806068,4703700000448,1516631835778
36.089352 -86.893839,4703700000539,36.143494 -86.811862,4703700000453,1516632961807
36.089352 -86.893839,4703700000539,36.140998 -86.813493,4703700000453,1516632127015
36.089352 -86.893839,4703700000539,36.144672 -86.803064,4703700000445,1516633100646
36.0143093 -86.7112853,4703700000674,36.145816 -86.799116,4703700000434,1516631488860
36.1349587 -86.8329009,4703700000457,36.141969 -86.806068,4703700000448,1516629933934
36.1531388 -86.7834494,4703700000707,36.141969 -86.806068,4703700000448,1516629719424
36.1256897 -86.7914278,4703700000466,36.140998 -86.813493,4703700000453,1516630932385
36.092977 -86.782426,4703700000499,36.143494 -86.811862,4703700000453,1516631079130
36.092977 -86.782426,4703700000499,36.144672 -86.803064,4703700000445,1516630429212
36.1434257 -86.8109339,4703700000453,36.140998 -86.813493,4703700000453,1516631436375
36.1114 -86.808916,4703700000511,36.144672 -86.803064,4703700000445,1516629916544
36.1114 -86.808916,4703700000511,36.141969 -86.806068,4703700000448,1516631422866
36.1630446 -86.7792613,4703700000746,36.145816 -86.799116,4703700000434,1516632902893
36.1630446 -86.7792613,4703700000746,36.143494 -86.811862,4703700000453,1516631360198
36.17329 -86.738359,4703700000186,36.145816 -86.799116,4703700000434,1516632239890
36.093625 -86.718855,4703700000639,36.144672 -86.803064,4703700000445,1516632677679
36.126125 -86.809803,4703700000468,36.145816 -86.799116,4703700000434,1516630434269
36.1201719 -86.794286,4703700000466,36.144672 -86.803064,4703700000445,1516630334345
36.1449174 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516633052839
36.1449174 -86.800417,4703700000445,36.143494 -86.811862,4703700000453,1516631817955
36.1316122 -86.8104805999999,4703700000460,36.145816 -86.799116,4703700000434,1516632912189
36.128479 -86.789833,4703700000472,36.140998 -86.813493,4703700000453,1516630438215
36.1230059 -86.8113429,4703700000521,36.144672 -86.803064,4703700000445,1516632923248
36.1230059 -86.8113429,4703700000521,36.141969 -86.806068,4703700000448,1516631490090
36.0967705 -86.7990173,4703700000501,36.140998 -86.813493,4703700000453,1516629895341
36.1735966 -86.7530663,4703700000684,36.141969 -86.806068,4703700000448,1516629957829
36.1735966 -86.7530663,4703700000684,36.140998 -86.813493,4703700000453,1516631953691
36.1328031 -86.786524,4703700000426,36.144672 -86.803064,4703700000445,1516632509095
36.1328031 -86.786524,4703700000426,36.140998 -86.813493,4703700000453,1516632250643
36.1328031 -86.786524,4703700000426,36.143494 -86.811862,4703700000453,1516630761230
36.057469 -86.939059,4703700000566,36.144672 -86.803064,4703700000445,1516632814642
36.057469 -86.939059,4703700000566,36.145816 -86.799116,4703700000434,1516630001875
36.1934654999999 -86.7643382999999,4703700000176,36.141969 -86.806068,4703700000448,1516630974474
36.128312 -86.820701,4703700000455,36.144672 -86.803064,4703700000445,1516632488566
36.128312 -86.820701,4703700000455,36.140998 -86.813493,4703700000453,1516629912269
36.082608 -86.891713,4703700000561,36.143494 -86.811862,4703700000453,1516629780941
36.082608 -86.891713,4703700000561,36.144672 -86.803064,4703700000445,1516630313953
36.082608 -86.891713,4703700000561,36.140998 -86.813493,4703700000453,1516631154132
36.082608 -86.891713,4703700000561,36.140998 -86.813493,4703700000453,1516630946800
36.134177 -86.812535,4703700000464,36.143494 -86.811862,4703700000453,1516632812976
36.0757021999999 -86.9939607,4703700000570,36.141969 -86.806068,4703700000448,1516631811558
36.128649 -86.800161,4703700000465,36.140998 -86.813493,4703700000453,1516632849603
36.128649 -86.800161,4703700000465,36.143494 -86.811862,4703700000453,1516630213483
36.128649 -86.800161,4703700000465,36.141969 -86.806068,4703700000448,1516631618685
36.131422 -86.814316,4703700000469,36.145816 -86.799116,4703700000434,1516629900183
36.1298666 -86.8117053,4703700000469,36.145816 -86.799116,4703700000434,1516629980653
36.0382638 -86.7266716,4703700000677,36.145816 -86.799116,4703700000434,1516632654268
36.121015 -86.9142789,4703700000549,36.143494 -86.811862,4703700000453,1516631592618
36.121015 -86.9142789,4703700000549,36.143494 -86.811862,4703700000453,1516631969860
36.184235 -86.7248089,4703700000164,36.141969 -86.806068,4703700000448,1516630350744
36.184235 -86.7248089,4703700000164,36.143494 -86.811862,4703700000453,1516631133788
36.184235 -86.7248089,4703700000164,36.141969 -86.806068,4703700000448,1516630868937
36.101178 -86.929066,4703700000555,36.141969 -86.806068,4703700000448,1516630800264
36.2059105 -86.7312695,4703700000145,36.144672 -86.803064,4703700000445,1516630352328
36.2059105 -86.7312695,4703700000145,36.144672 -86.803064,4703700000445,1516630900091
36.1533003 -86.8088977,4703700000444,36.143494 -86.811862,4703700000453,1516632761068
36.1257206 -86.82567,4703700000455,36.140998 -86.813493,4703700000453,1516631704066
36.1257206 -86.82567,4703700000455,36.143494 -86.811862,4703700000453,1516631483293
36.176445 -86.788366,4703700000699,36.140998 -86.813493,4703700000453,1516632555993
36.176445 -86.788366,4703700000699,36.145816 -86.799116,4703700000434,1516630016215
36.1466963 -86.8007657,4703700000445,36.140998 -86.813493,4703700000453,1516632309046
36.1466963 -86.8007657,4703700000445,36.145816 -86.799116,4703700000434,1516631471322
36.1466963 -86.8007657,4703700000445,36.143494 -86.811862,4703700000453,1516631157043
36.1466963 -86.8007657,4703700000445,36.145816 -86.799116,4703700000434,1516632254537
36.1466963 -86.8007657,4703700000445,36.145816 -86.799116,4703700000434,1516632451424
36.025078 -86.709496,4703700000670,36.144672 -86.803064,4703700000445,1516630565561
36.1738074 -86.6089799,4703700000311,36.141969 -86.806068,4703700000448,1516629652574
36.148231 -86.8027738999999,4703700000445,36.141969 -86.806068,4703700000448,1516632698923
36.1464482 -86.8034007999999,4703700000445,36.143494 -86.811862,4703700000453,1516630647730
36.2902698 -86.7461333,4703700000055,36.143494 -86.811862,4703700000453,1516632037883
36.2902698 -86.7461333,4703700000055,36.141969 -86.806068,4703700000448,1516630702003
36.2902698 -86.7461333,4703700000055,36.141969 -86.806068,4703700000448,1516631497066
36.2902698 -86.7461333,4703700000055,36.141969 -86.806068,4703700000448,1516632674037
36.148231 -86.8027738999999,4703700000445,36.144672 -86.803064,4703700000445,1516630707778
36.148231 -86.8027738999999,4703700000445,36.144672 -86.803064,4703700000445,1516630232599
36.0738 -86.8006319,4703700000595,36.140998 -86.813493,4703700000453,1516629874250
36.0738 -86.8006319,4703700000595,36.141969 -86.806068,4703700000448,1516632042194
36.1281255 -86.8412548,4703700000525,36.144672 -86.803064,4703700000445,1516633143971
36.03695 -86.747414,4703700000609,36.140998 -86.813493,4703700000453,1516630496734
36.03695 -86.747414,4703700000609,36.143494 -86.811862,4703700000453,1516632283503
36.094753 -86.8184579999999,4703700000520,36.145816 -86.799116,4703700000434,1516632163140
36.04413 -86.7553669999999,4703700000606,36.144672 -86.803064,4703700000445,1516630855524
36.04413 -86.7553669999999,4703700000606,36.145816 -86.799116,4703700000434,1516630915968
36.1034018 -86.8034227999999,4703700000503,36.145816 -86.799116,4703700000434,1516632107519
36.1466963 -86.8007657,4703700000445,36.143494 -86.811862,4703700000453,1516631497585
36.1492525 -86.7990617999999,4703700000713,36.145816 -86.799116,4703700000434,1516631956470
36.148231 -86.8027738999999,4703700000445,36.143494 -86.811862,4703700000453,1516629851490
36.148231 -86.8027738999999,4703700000445,36.141969 -86.806068,4703700000448,1516630229948
36.109891 -86.844114,4703700000580,36.140998 -86.813493,4703700000453,1516630932721
36.109891 -86.844114,4703700000580,36.140998 -86.813493,4703700000453,1516630644596
36.063335 -86.977354,4703700000570,36.143494 -86.811862,4703700000453,1516629744540
36.1588423 -86.845888,4703700000221,36.145816 -86.799116,4703700000434,1516630307315
36.132655 -86.782404,4703700000426,36.140998 -86.813493,4703700000453,1516630307496
36.132655 -86.782404,4703700000426,36.140998 -86.813493,4703700000453,1516629809122
36.180025 -86.7714589,4703700000188,36.144672 -86.803064,4703700000445,1516630385908
36.1446964 -86.8021146999999,4703700000445,36.144672 -86.803064,4703700000445,1516632229612
36.1446964 -86.8021146999999,4703700000445,36.145816 -86.799116,4703700000434,1516631749059
36.1479544 -86.8013598,4703700000445,36.143494 -86.811862,4703700000453,1516631414380
36.1481373 -86.8028873,4703700000445,36.140998 -86.813493,4703700000453,1516629616113
36.1481373 -86.8028873,4703700000445,36.144672 -86.803064,4703700000445,1516630956261
36.1481373 -86.8028873,4703700000445,36.140998 -86.813493,4703700000453,1516631500717
36.1481373 -86.8028873,4703700000445,36.143494 -86.811862,4703700000453,1516631597107
36.1481373 -86.8028873,4703700000445,36.141969 -86.806068,4703700000448,1516633114969
36.088254 -86.780453,4703700000499,36.140998 -86.813493,4703700000453,1516631099974
36.088254 -86.780453,4703700000499,36.144672 -86.803064,4703700000445,1516630978675
36.1390165 -86.7969244,4703700000436,36.143494 -86.811862,4703700000453,1516632007656
36.041239 -86.757818,4703700000606,36.145816 -86.799116,4703700000434,1516630934742
36.120917 -86.784642,4703700000475,36.145816 -86.799116,4703700000434,1516632992443
36.120917 -86.784642,4703700000475,36.144672 -86.803064,4703700000445,1516632320254
36.120917 -86.784642,4703700000475,36.144672 -86.803064,4703700000445,1516632870258
36.1421339 -86.8024303999999,4703700000447,36.145816 -86.799116,4703700000434,1516630878015
36.1421339 -86.8024303999999,4703700000447,36.141969 -86.806068,4703700000448,1516631303964
36.1599931 -86.8568437,4703700000220,36.140998 -86.813493,4703700000453,1516630554534
36.101297 -86.8268729,4703700000519,36.140998 -86.813493,4703700000453,1516632880648
36.101297 -86.8268729,4703700000519,36.144672 -86.803064,4703700000445,1516629827319
36.1479544 -86.8013598,4703700000445,36.141969 -86.806068,4703700000448,1516630741821
36.1447028 -86.5671461,4703700000315,36.141969 -86.806068,4703700000448,1516629793085
36.1447028 -86.5671461,4703700000315,36.145816 -86.799116,4703700000434,1516630974045
36.1195189 -86.923525,4703700000549,36.145816 -86.799116,4703700000434,1516632589973
36.1195189 -86.923525,4703700000549,36.143494 -86.811862,4703700000453,1516630147612
36.1836032 -86.734705,4703700000169,36.143494 -86.811862,4703700000453,1516631764762
36.0995029 -86.9241036999999,4703700000543,36.144672 -86.803064,4703700000445,1516633038590
36.0995029 -86.9241036999999,4703700000543,36.145816 -86.799116,4703700000434,1516630589013
36.0995029 -86.9241036999999,4703700000543,36.141969 -86.806068,4703700000448,1516630342833
36.0995029 -86.9241036999999,4703700000543,36.144672 -86.803064,4703700000445,1516630475859
36.057232 -86.8139891,4703700000595,36.144672 -86.803064,4703700000445,1516632206966
36.057232 -86.8139891,4703700000595,36.145816 -86.799116,4703700000434,1516631825247
36.05193 -86.807377,4703700000596,36.144672 -86.803064,4703700000445,1516629709057
36.05193 -86.807377,4703700000596,36.143494 -86.811862,4703700000453,1516633126822
36.05193 -86.807377,4703700000596,36.141969 -86.806068,4703700000448,1516633066539
36.1347905 -86.8023925999999,4703700000462,36.140998 -86.813493,4703700000453,1516632044534
36.0932107 -86.8981958,4703700000539,36.144672 -86.803064,4703700000445,1516632331548
36.0932107 -86.8981958,4703700000539,36.144672 -86.803064,4703700000445,1516632985635
36.1230349 -86.7843925999999,4703700000470,36.143494 -86.811862,4703700000453,1516629860960
36.127017 -86.792025,4703700000472,36.145816 -86.799116,4703700000434,1516632923691
36.127017 -86.792025,4703700000472,36.141969 -86.806068,4703700000448,1516630171093
36.148638 -86.7970519,4703700000434,36.144672 -86.803064,4703700000445,1516631904229
36.182465 -86.7436931,4703700000182,36.143494 -86.811862,4703700000453,1516632451983
36.148231 -86.8027738999999,4703700000445,36.143494 -86.811862,4703700000453,1516632006243
36.1154586 -86.802851,4703700000509,36.145816 -86.799116,4703700000434,1516631980686
36.1154586 -86.802851,4703700000509,36.145816 -86.799116,4703700000434,1516629726120
36.1398119 -86.76535,4703700000420,36.143494 -86.811862,4703700000453,1516632716978
36.1398119 -86.76535,4703700000420,36.141969 -86.806068,4703700000448,1516632594666
36.1283811 -86.802051,4703700000465,36.143494 -86.811862,4703700000453,1516632727780
36.1283811 -86.802051,4703700000465,36.145816 -86.799116,4703700000434,1516630465671
36.1283811 -86.802051,4703700000465,36.145816 -86.799116,4703700000434,1516631165458
36.1283295 -86.795199,4703700000465,36.140998 -86.813493,4703700000453,1516631663620
36.1283295 -86.795199,4703700000465,36.141969 -86.806068,4703700000448,1516632382783
36.0262421 -86.7574023999999,4703700000610,36.144672 -86.803064,4703700000445,1516632257968
36.088525 -86.921465,4703700000556,36.143494 -86.811862,4703700000453,1516632564758
36.1337959 -86.833714,4703700000457,36.143494 -86.811862,4703700000453,1516630041822
36.1337959 -86.833714,4703700000457,36.144672 -86.803064,4703700000445,1516629603882
36.1449174 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516632794002
36.1449174 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516632090822
36.106483 -86.833652,4703700000513,36.143494 -86.811862,4703700000453,1516632425983
36.128991 -86.831217,4703700000458,36.140998 -86.813493,4703700000453,1516633164666
36.1314383 -86.8088881,4703700000460,36.140998 -86.813493,4703700000453,1516631615888
36.0447527 -86.7446497,4703700000599,36.141969 -86.806068,4703700000448,1516632923133
36.0447527 -86.7446497,4703700000599,36.145816 -86.799116,4703700000434,1516633081477
36.0909601 -86.816393,4703700000520,36.140998 -86.813493,4703700000453,1516632834853
36.114303 -86.808048,4703700000509,36.145816 -86.799116,4703700000434,1516632427009
36.114303 -86.808048,4703700000509,36.140998 -86.813493,4703700000453,1516632993705
36.114303 -86.808048,4703700000509,36.143494 -86.811862,4703700000453,1516629643927
36.230204 -86.633183,4703700000094,36.140998 -86.813493,4703700000453,1516630952498
36.230204 -86.633183,4703700000094,36.144672 -86.803064,4703700000445,1516632523076
36.12162 -86.836936,4703700000526,36.140998 -86.813493,4703700000453,1516632235384
36.12162 -86.836936,4703700000526,36.144672 -86.803064,4703700000445,1516630221181
36.183623 -86.794206,4703700000700,36.141969 -86.806068,4703700000448,1516630858900
36.037933 -86.95466,4703700000567,36.144672 -86.803064,4703700000445,1516632621004
36.037933 -86.95466,4703700000567,36.141969 -86.806068,4703700000448,1516630537967
36.066318 -86.841133,4703700000590,36.143494 -86.811862,4703700000453,1516632917889
36.107456 -86.833702,4703700000513,36.140998 -86.813493,4703700000453,1516631744281
36.122276 -86.797182,4703700000467,36.144672 -86.803064,4703700000445,1516630863012
36.122276 -86.797182,4703700000467,36.143494 -86.811862,4703700000453,1516632347536
36.090954 -86.949851,4703700000552,36.140998 -86.813493,4703700000453,1516630979809
36.090954 -86.949851,4703700000552,36.140998 -86.813493,4703700000453,1516629603172
36.090954 -86.949851,4703700000552,36.145816 -86.799116,4703700000434,1516631701446
36.034826 -86.675411,4703700000682,36.143494 -86.811862,4703700000453,1516630271368
36.034826 -86.675411,4703700000682,36.144672 -86.803064,4703700000445,1516630952746
36.034826 -86.675411,4703700000682,36.141969 -86.806068,4703700000448,1516631477104
36.034826 -86.675411,4703700000682,36.144672 -86.803064,4703700000445,1516631880766
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516631941380
36.034826 -86.675411,4703700000682,36.143494 -86.811862,4703700000453,1516631354582
36.1353856 -86.8338057,4703700000457,36.140998 -86.813493,4703700000453,1516633124022
36.1353856 -86.8338057,4703700000457,36.143494 -86.811862,4703700000453,1516630424764
36.148231 -86.8027738999999,4703700000445,36.144672 -86.803064,4703700000445,1516632763425
36.148231 -86.8027738999999,4703700000445,36.144672 -86.803064,4703700000445,1516630165515
36.1134883 -86.8410717,4703700000515,36.143494 -86.811862,4703700000453,1516630049779
36.1134883 -86.8410717,4703700000515,36.141969 -86.806068,4703700000448,1516630699868
36.099648 -86.850392,4703700000581,36.141969 -86.806068,4703700000448,1516630188258
36.099648 -86.850392,4703700000581,36.140998 -86.813493,4703700000453,1516632110482
36.1440949 -86.8020902,4703700000445,36.140998 -86.813493,4703700000453,1516630634256
36.1466963 -86.8007657,4703700000445,36.145816 -86.799116,4703700000434,1516631936962
36.118773 -86.811744,4703700000521,36.143494 -86.811862,4703700000453,1516631117303
36.010086 -86.729339,4703700000673,36.143494 -86.811862,4703700000453,1516630586219
36.12163 -86.780927,4703700000475,36.143494 -86.811862,4703700000453,1516633038884
36.12163 -86.780927,4703700000475,36.145816 -86.799116,4703700000434,1516629926007
36.122762 -86.7964061,4703700000467,36.141969 -86.806068,4703700000448,1516631639286
