0.199807,0.199
0.202301,0.202
0.2142,0.214
0.200263,0.2
0.205463,0.205
0.2394,0.239
0.2142,0.214
0.211608,0.211
0.234736,0.234
0.21308,0.213
0.213251,0.213
0.23536,0.235
0.2268,0.226
0.218192,0.218
0.239763,0.239
0.2268,0.226
0.225823,0.225
0.24341,0.243
0.2394,0.239
0.225836,0.225
0.240674,0.24
0.238853,0.238
0.230311,0.23
0.243248,0.243
0.239917,0.239
0.233627,0.233
0.24671,0.246
0.240202,0.24
0.237087,0.237
0.248662,0.248
0.241172,0.241
0.239056,0.239
0.249489,0.249
0.245181,0.245
0.240477,0.24
0.24897,0.248
0.244523,0.244
0.2394,0.239
0.252,0.252
0.24507,0.245
0.243611,0.243
0.252,0.252
0.246528,0.246
0.24475,0.244
0.252314,0.252
0.247851,0.247
0.245933,0.245
0.252246,0.252
0.252,0.252
0.2394,0.239
0.252746,0.252
0.250574,0.25
0.247694,0.247
0.253446,0.253
0.250288,0.25
0.2394,0.239
0.25501,0.255
0.251046,0.251
0.248461,0.248
0.255669,0.255
0.250178,0.25
0.2394,0.239
0.254548,0.254
0.250109,0.25
0.2394,0.239
0.253214,0.253
0.2268,0.226
0.2394,0.239
0.252,0.252
0.2268,0.226
0.246499,0.246
0.246,0.246
0.2394,0.239
0.244661,0.244
0.243562,0.243
0.2394,0.239
0.243096,0.243
0.2142,0.214
0.2142,0.214
0.239033,0.239
0.2142,0.214
0.2268,0.226
0.2268,0.226
0.2016,0.201
0.2142,0.214
0.2016,0.201
0.2016,0.201
0.2016,0.201
0.189,0.189
0.1764,0.176
0.1638,0.163
0.1764,0.176
0.1764,0.176
0.1764,0.176
0.1638,0.163
0.1512,0.151
0.1386,0.138
0.1512,0.151
0.1512,0.151
0.1386,0.138
0.1386,0.138
0.1386,0.138
0.1386,0.138
0.1386,0.138
0.1386,0.138
0.149744,0.149
0.146577,0.146
0.1134,0.113
0.1134,0.113
0.126,0.126
0.1134,0.113
0.126,0.126
0.1134,0.113
0.1134,0.113
0.1134,0.113
0.126,0.126
0.1134,0.113
0.126,0.126
0.1134,0.113
0.1008,0.1
0.0882,0.088
0.1008,0.1
0.1008,0.1
0.0882,0.088
0.1008,0.1
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0882,0.088
0.0756,0.075
0.0756,0.075
0.0882,0.088
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0840029,0.084
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.075,0.075
0.075,0.075
0.075,0.075
0.075,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.075,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.075,0.075
0.0756,0.075
0.0756,0.075
0.0756,0.075
0.0882,0.088
0.0882,0.088
0.0764256,0.076
0.0802445,0.08
0.0882,0.088
0.0882,0.088
0.0867264,0.086
0.0882,0.088
0.0860229,0.086
0.0852314,0.085
0.0873128,0.087
0.1134,0.113
0.0919561,0.091
0.0907544,0.09
0.1008,0.1
0.1008,0.1
0.0944492,0.094
0.104439,0.104
0.1008,0.1
0.1008,0.1
0.1008,0.1
0.1008,0.1
0.1008,0.1
0.1512,0.151
0.1386,0.138
0.1134,0.113
0.126,0.126
0.1386,0.138
0.1386,0.138
0.140699,0.14
0.140104,0.14
0.1386,0.138
0.142259,0.142
0.139744,0.139
0.149064,0.149
0.1512,0.151
0.144588,0.144
0.149263,0.149
0.152441,0.152
0.14482,0.144
0.149658,0.149
0.189,0.189
0.2142,0.214
0.156356,0.156
0.189,0.189
0.2142,0.214
0.2268,0.226
0.177286,0.177
0.212729,0.212
0.222259,0.222
0.2268,0.226
0.2016,0.201
0.228206,0.228
0.222453,0.222
0.2142,0.214
0.224511,0.224
0.222206,0.222
0.220209,0.22
0.227138,0.227
0.221232,0.221
0.224473,0.224
0.225712,0.225
0.2268,0.226
0.2268,0.226
0.225471,0.225
0.225709,0.225
0.225357,0.225
0.224738,0.224
0.225345,0.225
0.226741,0.226
0.22579,0.225
0.225524,0.225
0.225645,0.225
0.225447,0.225
0.225574,0.225
0.225533,0.225
0.225394,0.225
0.225262,0.225
0.225218,0.225
0.225127,0.225
0.225126,0.225
0.225276,0.225
0.225295,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.225,0.225
0.2268,0.226
0.225,0.225
0.225123,0.225
0.2394,0.239
0.225442,0.225
0.2268,0.226
0.232642,0.232
0.228031,0.228
0.228549,0.228
0.231798,0.231
0.228138,0.228
0.229318,0.229
0.232021,0.232
0.229248,0.229
0.230834,0.23
0.23213,0.232
0.23174,0.231
0.229476,0.229
0.231202,0.231
0.230876,0.23
0.230033,0.23
0.230907,0.23
0.23053,0.23
0.230513,0.23
0.230354,0.23
0.230524,0.23
0.230391,0.23
0.230471,0.23
0.230343,0.23
0.230227,0.23
0.230019,0.23
0.230124,0.23
0.23,0.23
0.23,0.23
0.23,0.23
0.23,0.23
0.2268,0.226
0.2268,0.226
0.2268,0.226
0.229339,0.229
0.2268,0.226
